"SITECODE","LCODE","SDATE","SHOUR","SMINS","RECORDER","RECCODE","TEMP","SUNPERC","WSPEEDB","WEEK"
"T01","01",15-JUN-00,13,50,"SJC","1",20,20,2,11
"T11","01",16-JUN-00,13,30,"HH","4",,100,1,11
"T02","02",16-JUN-00,11,0,"DH","4",12.2,90,2,11
"T10","01",16-JUN-00,13,15,"RJR","2",23,100,2,11
"T07","01",16-JUN-00,12,40,"TGC","2",18,100,1,11
"T06","01",19-JUN-00,11,30,"JEB","4",30,100,1,12
"T07","01",19-JUN-00,11,25,"TGC","2",24.5,50,1,12
"T02","02",19-JUN-00,12,0,"DH","4",17.5,0,2,12
"T01","01",19-JUN-00,11,15,"SE","2",27,100,5,12
"T04","02",19-JUN-00,15,0,"IHF","1",23,100,1,12
"T08","01",19-JUN-00,11,2,"MDM","1",28,100,3,12
"T09","01",19-JUN-00,13,20,"JCT","4",25.7,100,2,12
"T02","01",19-JUN-00,13,15,"DH","4",17.8,100,2,12
"T03","01",21-JUN-00,11,0,"HNS","4",15,50,2,12
"T05","01",21-JUN-00,13,30,"KCT","1",1.8,60,6,12
"T05","01",26-JUN-00,10,0,"KCT","1",1.9,100,3,13
"T02","01",26-JUN-00,11,15,"DH","4",12.8,30,1,13
"T07","01",26-JUN-00,14,18,"TGC","2",14.6,80,1,13
"T08","01",26-JUN-00,11,30,"MT","3",18,30,1,13
"T04","02",27-JUN-00,12,0,"IHF","1",18,100,1,13
"T06","01",27-JUN-00,11,45,"JEB","4",21,100,1,13
"T01","01",27-JUN-00,11,10,"SE","2",21,100,2,13
"T04","01",27-JUN-00,12,10,"JKA","1",15,10,1,13
"T03","01",28-JUN-00,10,45,"HNS","4",19,100,1,13
"T10","01",28-JUN-00,13,15,"RJR","2",21,60,1,13
"T08","01",03-JUL-00,11,10,"MDM","1",20,0,0,14
"T05","01",03-JUL-00,12,30,"KCT","1",1.9,70,4,14
"T03","01",04-JUL-00,11,10,"HNA","5",18,80,1,14
"T01","01",05-JUL-00,13,45,"SE","2",19,50,2,14
"T10","01",06-JUL-00,13,20,"RJR","2",20,40,1,14
"T02","01",07-JUL-00,14,30,"DH","4",15,0,1,14
"T04","02",07-JUL-00,12,0,"IHF","1",15.2,50,1,14
"T07","01",07-JUL-00,11,30,"TGC","2",14,80,1,14
"T03","01",11-JUL-00,13,15,"HDN","2",16,50,3,15
"T04","02",12-JUL-00,13,0,"IHF","1",15,50,1,15
"T02","01",12-JUL-00,14,15,"DH","4",14.5,90,3,15
"T02","02",12-JUL-00,12,45,"DH","4",14,100,4,15
"T08","01",12-JUL-00,12,40,"MT","3",18,0,3,15
"T07","01",12-JUL-00,14,37,"TGC","2",16,70,1,15
"T10","01",12-JUL-00,14,30,"RJR","2",19,40,4,15
"T09","01",14-JUL-00,11,15,"MRJ","2",15,70,3,15
"T08","01",17-JUL-00,14,0,"MT","3",22,70,1,16
"T06","01",18-JUL-00,13,45,"AMR","3",18,40,2,16
"T04","01",18-JUL-00,14,30,"JK","15",18,100,2,16
"T02","01",18-JUL-00,14,0,"DH","4",17.3,0,1,16
"T02","02",18-JUL-00,12,30,"DH","4",16.5,30,1,16
"T01","01",19-JUL-00,11,0,"SE","2",22,80,4,16
"T03","01",19-JUL-00,11,15,"RS","3",19.5,100,1,16
"T06","01",19-JUL-00,11,32,"JEB","4",18,100,1,16
"T11","01",19-JUL-00,15,10,"HH","4",,30,0,16
"T10","01",19-JUL-00,14,30,"RJR","2",23,80,2,16
"T05","01",20-JUL-00,12,30,"RES","5",2.3,80,2,16
"T09","01",20-JUL-00,13,5,"JCT","4",21.5,90,1,16
"T04","02",20-JUL-00,14,0,"IHF","1",18.4,100,3,16
"T07","01",21-JUL-00,11,1,"TGC","2",22,100,1,16
"T09","01",25-JUL-00,13,5,"JCT","4",16,50,2,17
"T05","01",25-JUL-00,12,30,"RES","5",1.8,0,2,17
"T08","01",25-JUL-00,13,50,"MT","3",18,0,1,17
"T02","01",26-JUL-00,14,30,"DH","4",15.5,20,2,17
"T10","01",26-JUL-00,14,10,"RJR","2",21,70,1,17
"T03","01",26-JUL-00,10,45,"RS","3",19.5,100,1,17
"T01","01",26-JUL-00,11,30,"SE","2",21,10,2,17
"T06","01",26-JUL-00,11,45,"JEB","4",19,100,0,17
"T02","02",27-JUL-00,11,30,"DH","4",20,100,3,17
"T02","01",27-JUL-00,14,0,"DH","4",19,80,3,17
"T04","02",28-JUL-00,12,0,"IHF","1",17.7,50,1,17
"T04","02",30-JUL-00,13,0,"IHF","1",19,100,2,18
"T09","01",31-JUL-00,13,15,"JCT","4",22,100,2,18
"T08","01",31-JUL-00,13,15,"MDM","1",23,60,4,18
"T07","01",01-AUG-00,13,55,"TGC","2",18.7,100,3,18
"T06","01",01-AUG-00,11,30,"JEB","4",21,100,2,18
"T01","01",01-AUG-00,13,40,"SE","2",21,90,5,18
"T03","01",02-AUG-00,12,30,"HNS","4",18,100,1,18
"T10","01",04-AUG-00,12,50,"RJR","2",21,100,2,18
"T04","02",05-AUG-00,11,30,"IHF","1",19.4,100,2,19
"T08","01",07-AUG-00,11,55,"MDM","1",23,50,3,19
"T05","01",07-AUG-00,14,0,"RES","5",2.3,80,2,19
"T07","01",08-AUG-00,13,49,"TGC","2",20.7,20,1,19
"T01","01",09-AUG-00,14,10,"SJC","1",22,40,3,19
"T02","02",10-AUG-00,12,45,"DH","4",18.5,100,4,19
"T02","01",10-AUG-00,10,45,"DH","4",18.5,70,2,19
"T03","01",11-AUG-00,11,0,"HDN","2",19,100,1,19
"T10","01",11-AUG-00,14,15,"RJR","2",22,100,0,19
"T09","01",11-AUG-00,13,5,"JCT","4",22,70,1,19
"T06","01",11-AUG-00,11,45,"JEB","4",20,0,0,19
"T09","01",12-AUG-00,13,5,"JCT","4",,80,3,20
"T02","01",14-AUG-00,11,0,"DH","4",20.8,90,2,20
"T02","02",14-AUG-00,13,0,"DH","4",21.2,30,4,20
"T06","01",15-AUG-00,11,45,"JEB","4",22,100,2,20
"T01","01",16-AUG-00,11,30,"SE","2",19,60,5,20
"T03","01",16-AUG-00,11,30,"HDN","2",18,100,1,20
"T05","01",16-AUG-00,11,0,"RES","5",2,100,4,20
"T10","01",17-AUG-00,12,15,"RJR","2",20,80,3,20
"T09","01",17-AUG-00,13,30,"JCT","4",19,50,2,20
"T07","01",17-AUG-00,10,56,"TGC","2",15.2,100,1,20
"T04","02",17-AUG-00,14,0,"IHF","1",15.5,100,2,20
"T08","01",17-AUG-00,13,40,"MDM","1",18,40,3,20
"T08","01",21-AUG-00,11,15,"MT","3",19,90,3,21
"T11","01",22-AUG-00,12,55,"HH","4",,100,1,21
"T04","01",22-AUG-00,14,20,"JK","15",15,80,2,21
"T01","01",22-AUG-00,11,30,"SE","2",19,90,2,21
"T03","01",23-AUG-00,13,0,"HDN","2",19,100,2,21
"T09","01",23-AUG-00,13,12,"MRJ","2",22,90,2,21
"T10","01",23-AUG-00,13,15,"RJR","2",23,100,2,21
"T02","01",23-AUG-00,14,0,"DH","4",18.5,0,2,21
"T06","01",23-AUG-00,11,0,"AMR","3",20,100,2,21
"T05","01",24-AUG-00,13,45,"RES","5",2.5,100,6,21
"T02","02",24-AUG-00,14,40,"DH","4",18,0,2,21
"T04","02",24-AUG-00,13,0,"IHF","1",20,100,3,21
"T04","02",28-AUG-00,11,30,"IHF","1",16,100,2,22
"T10","01",29-AUG-00,12,45,"RJR","2",22,80,2,22
"T08","01",29-AUG-00,11,40,"MT","3",20,80,1,22
"T02","01",29-AUG-00,13,30,"DH","4",15,80,2,22
"T06","01",29-AUG-00,11,55,"JEB","4",18,100,0,22
"T07","01",30-AUG-00,14,0,"TGC","2",17,80,1,22
"T04","01",30-AUG-00,12,10,"JK","15",15,100,2,22
"T11","01",30-AUG-00,11,55,"HH","4",,100,1,22
"T03","01",30-AUG-00,11,22,"HNS","4",19,100,2,22
"T01","01",30-AUG-00,13,0,"SE","2",20,80,5,22
"T09","01",31-AUG-00,14,0,"JCT","4",19,70,1,22
"T05","01",03-SEP-00,14,20,"KCT","1",1.9,100,1,23
"T04","02",03-SEP-00,12,30,"IHF","1",13,100,2,23
"T01","01",04-SEP-00,14,0,"SE","2",21,100,2,23
"T07","01",04-SEP-00,13,45,"TGC","2",16.8,100,1,23
"T08","01",04-SEP-00,13,15,"MDM","1",19,60,1,23
"T09","01",05-SEP-00,13,10,"JCT","4",18,10,1,23
"T06","01",05-SEP-00,11,45,"JEB","4",18,100,1,23
"T10","01",06-SEP-00,14,45,"RJR","2",18,100,3,23
"T03","01",06-SEP-00,11,30,"HNS","4",17,100,3,23
"T02","01",07-SEP-00,14,20,"DH","4",18,90,3,23
"T01","01",11-SEP-00,11,30,"SE","2",26,90,3,24
"T08","01",11-SEP-00,13,50,"MT","3",28,100,4,24
"T05","01",11-SEP-00,10,30,"KCT","1",2.1,100,3,24
"T06","01",12-SEP-00,11,45,"JEB","4",20,100,2,24
"T04","02",12-SEP-00,12,0,"IHF","1",16.2,50,1,24
"T10","01",13-SEP-00,14,0,"RJR","2",20,50,2,24
"T03","01",13-SEP-00,11,30,"HNS","4",16,30,1,24
"T02","01",15-SEP-00,13,0,"DH","4",15.5,100,1,24
"T05","01",16-SEP-00,10,40,"KCT","1",1.5,70,4,25
"T07","01",18-SEP-00,13,39,"TGC","2",14.3,100,3,25
"T01","01",20-SEP-00,13,40,"SJC","1",15,60,1,25
"T06","01",21-SEP-00,11,45,"JEB","4",15,50,2,25
"T08","01",22-SEP-00,11,10,"MT","3",19,60,2,25
"T06","01",22-SEP-00,11,45,"JEB","4",20,100,1,25
"T04","02",22-SEP-00,12,30,"IHF","1",15.1,100,2,25
"T10","01",22-SEP-00,12,57,"RJR","2",19,100,3,25
"T06","01",25-SEP-00,11,30,"JEB","4",15,100,1,26
"T08","01",25-SEP-00,11,20,"MDM","1",17,100,1,26
"T04","02",25-SEP-00,14,30,"IHF","1",15,50,1,26
"T01","01",25-SEP-00,,,"SE","2",17,100,2,26
"T05","01",28-SEP-00,11,0,"KCT","1",1.5,100,4,26
"T10","01",28-SEP-00,12,50,"RJR","2",16,100,3,26
"T03","01",28-SEP-00,11,20,"RS","3",15,100,3,26
"T02","01",29-SEP-00,14,30,"DH","4",15,90,1,26
"T08","01",02-APR-01,11,35,"MT","3",16,8,3,1
"T10","01",02-APR-01,11,30,"SC","4",14,6,3,1
"T10","01",09-APR-01,14,10,"SC","4",14,7,3,2
"T06","01",12-APR-01,11,30,"JEB","4",13,6,1,2
"T01","01",12-APR-01,13,45,"SE","2",12,5,1,2
"T01","01",23-APR-01,14,0,"SE","2",12.9,8,1,4
"T07","01",24-APR-01,13,24,"TGC","2",12,6,3,4
"T01","01",27-APR-01,11,42,"SE","2",14,10,1,4
"T10","01",30-APR-01,13,30,"SC","4",14,8,3,5
"T08","01",30-APR-01,14,0,"MT","3",14,9,2,5
"T06","01",30-APR-01,11,45,"JEB","4",12,10,2,5
"T07","01",01-MAY-01,12,1,"TGC","2",13,10,1,5
"T02","01",02-MAY-01,11,0,"DH","4",14.5,10,4,5
"T02","01",07-MAY-01,11,45,"DH","4",12.2,10,1,6
"T10","01",08-MAY-01,13,30,"SC","4",15,10,3,6
"T08","01",08-MAY-01,11,25,"MDM","1",15,10,1,6
"T01","01",08-MAY-01,13,30,"SE","2",16.4,10,0,6
"T07","01",08-MAY-01,13,30,"TGC","2",12,10,2,6
"T06","01",08-MAY-01,11,45,"JEB","4",18,10,0,6
"T09","01",11-MAY-01,14,0,"CT","7",25.6,10,1,6
"T07","01",14-MAY-01,11,10,"TGC","2",13,10,3,7
"T10","01",15-MAY-01,11,40,"SC","4",16,10,1,7
"T08","01",15-MAY-01,13,30,"MT","3",16,7,1,7
"T09","01",15-MAY-01,11,30,"CT","7",16.4,9,1,7
"T01","01",16-MAY-01,12,50,"SE","2",18.4,9,1,7
"T02","01",18-MAY-01,13,10,"DH","4",15,9,3,7
"T03","01",18-MAY-01,11,45,"HNS","4",13,10,3,7
"T06","01",21-MAY-01,11,50,"JEB","4",15,10,1,8
"T01","01",21-MAY-01,13,45,"SE","2",18.8,8,2,8
"T08","01",21-MAY-01,13,30,"MDM","1",18,10,3,8
"T10","01",21-MAY-01,14,0,"SC","4",18,10,2,8
"T03","01",21-MAY-01,11,15,"RS","3",23,10,3,8
"T02","01",22-MAY-01,11,5,"DH","4",18.1,10,3,8
"T09","01",23-MAY-01,14,30,"CT","7",22.2,10,4,8
"T07","01",23-MAY-01,13,17,"TGC","2",22,10,1,8
"T04","01",23-MAY-01,14,10,"JK","15",18,4,1,8
"T02","02",23-MAY-01,13,30,"DH","4",19.2,6,3,8
"T01","01",23-MAY-01,11,45,"SE","2",17,10,1,8
"T11","01",25-MAY-01,13,55,"MM","5",16.2,4,4,8
"T02","01",28-MAY-01,11,10,"DH","4",16.6,4,1,9
"T02","02",28-MAY-01,13,15,"DH","4",17,2,3,9
"T09","01",29-MAY-01,12,0,"CT","7",19.9,10,4,9
"T08","01",29-MAY-01,11,20,"MDM","1",20,10,3,9
"T10","01",30-MAY-01,13,30,"SC","4",18,7,2,9
"T01","01",30-MAY-01,13,30,"SE","2",18.5,6,1,9
"T06","01",30-MAY-01,11,55,"JEB","4",19,10,0,9
"T07","01",31-MAY-01,13,10,"TGC","2",15,6,3,9
"T03","01",01-JUN-01,11,45,"HDN","2",18,4,2,9
"T07","01",04-JUN-01,12,53,"TGC","2",16,10,2,10
"T10","01",04-JUN-01,10,45,"SC","4",17,9,2,10
"T06","01",05-JUN-01,11,50,"JEB","4",17,10,1,10
"T08","01",05-JUN-01,12,50,"MT","3",19,4,2,10
"T01","01",07-JUN-01,13,45,"SE","2",16,10,2,10
"T03","01",07-JUN-01,15,45,"HNS","4",15,10,2,10
"T10","01",11-JUN-01,13,0,"SC","4",,6,3,11
"T06","01",12-JUN-01,11,45,"JEB","4",18,10,1,11
"T08","01",12-JUN-01,11,15,"MDM","1",16,6,1,11
"T01","01",12-JUN-01,12,0,"SE","2",19.5,8,2,11
"T03","01",14-JUN-01,13,15,"RS","3",18,10,4,11
"T07","01",18-JUN-01,11,15,"TGC","2",14,10,1,12
"T08","01",19-JUN-01,13,50,"MT","3",21,2,4,12
"T01","01",20-JUN-01,13,30,"SE","2",19.5,7,3,12
"T09","01",20-JUN-01,14,10,"CT","7",22.6,9,3,12
"T10","01",20-JUN-01,13,15,"SC","4",18,8,2,12
"T02","01",21-JUN-01,11,45,"DH","4",15.7,10,3,12
"T02","02",22-JUN-01,13,40,"DH","4",15,3,2,12
"T02","01",25-JUN-01,10,40,"DH","4",20.1,10,1,13
"T07","01",25-JUN-01,12,16,"TGC","2",21,10,1,13
"T08","01",25-JUN-01,11,5,"MT","3",26,10,1,13
"T02","02",25-JUN-01,13,45,"DH","4",21,4,2,13
"T10","01",25-JUN-01,12,20,"RJR","2",27,10,2,13
"T09","01",26-JUN-01,11,50,"CT","7",26.7,10,2,13
"T06","01",26-JUN-01,11,45,"JEB","4",27,10,2,13
"T01","01",26-JUN-01,10,30,"SE","2",26.7,10,4,13
"T11","01",26-JUN-01,14,40,"CAW","6",19,8,3,13
"T03","01",27-JUN-01,11,50,"HNS","4",19,10,2,13
"T10","01",02-JUL-01,13,40,"SC","4",25,9,2,14
"T08","01",02-JUL-01,11,25,"MDM","1",26,2,1,14
"T11","01",02-JUL-01,15,40,"MM","5",17.8,9,2,14
"T07","01",02-JUL-01,11,20,"TGC","2",22,10,1,14
"T02","01",02-JUL-01,11,30,"DH","4",22,10,4,14
"T06","01",04-JUL-01,11,45,"JEB","4",29,10,2,14
"T04","01",04-JUL-01,12,30,"JK","15",21,10,3,14
"T01","01",04-JUL-01,11,30,"SE","2",28,10,5,14
"T09","01",04-JUL-01,11,30,"RG","8",21.6,2,2,14
"T03","01",04-JUL-01,11,30,"RS","3",20,10,2,14
"T08","01",09-JUL-01,11,5,"MT","3",18,0,3,15
"T06","01",09-JUL-01,11,45,"JEB","4",20,10,1,15
"T10","01",12-JUL-01,14,30,"SC","4",17,10,3,15
"T01","01",13-JUL-01,11,44,"SE","2",17.4,5,3,15
"T06","01",16-JUL-01,11,45,"JEB","4",16,0,0,16
"T10","01",16-JUL-01,11,10,"SC","4",18,8,1,16
"T09","01",16-JUL-01,12,35,"CT","7",19,8,1,16
"T02","01",16-JUL-01,13,45,"DH","4",15,9,3,16
"T02","02",16-JUL-01,14,50,"DH","4",15,9,3,16
"T08","01",16-JUL-01,13,45,"MT","3",19,2,1,16
"T03","01",19-JUL-01,15,30,"HDN","2",19,10,2,16
"T01","01",20-JUL-01,13,10,"SE","2",18.6,8,1,16
"T08","01",23-JUL-01,11,20,"MT","3",22,8,3,17
"T10","01",23-JUL-01,14,45,"SC","4",20,9,3,17
"T07","01",24-JUL-01,13,50,"TGC","2",19,6,2,17
"T03","01",24-JUL-01,11,50,"HDN","2",18,10,2,17
"T06","01",25-JUL-01,11,45,"JEB","4",24,10,1,17
"T11","01",25-JUL-01,12,25,"MM","5",15.1,10,2,17
"T04","01",25-JUL-01,15,0,"JK","15",17,4,2,17
"T09","01",25-JUL-01,12,15,"CT","7",25.6,7,1,17
"T01","01",25-JUL-01,13,0,"SE","2",24.6,9,1,17
"T02","02",26-JUL-01,13,0,"DH","4",19,10,3,17
"T02","01",26-JUL-01,11,50,"DH","4",19,10,2,17
"T08","01",30-JUL-01,11,45,"MDM","1",25,2,2,18
"T03","01",31-JUL-01,11,0,"RS","3",22,10,2,18
"T09","01",31-JUL-01,12,45,"RG","8",26.2,8,3,18
"T02","01",31-JUL-01,13,30,"DH","4",15.6,0,2,18
"T07","01",31-JUL-01,14,15,"TGC","2",18,3,1,18
"T10","01",31-JUL-01,11,0,"SC","4",21,6,3,18
"T04","01",01-AUG-01,14,0,"JKA","1",18,10,3,18
"T11","01",01-AUG-01,14,53,"MM","5",21,5,1,18
"T01","01",01-AUG-01,13,0,"SE","2",22.1,10,1,18
"T02","02",02-AUG-01,10,40,"DH","4",17,0,1,18
"T07","01",06-AUG-01,13,55,"TGC","2",18,6,2,19
"T08","01",07-AUG-01,13,35,"MDM","1",22,4,4,19
"T03","01",07-AUG-01,11,0,"RS","3",19,0,2,19
"T02","01",09-AUG-01,15,15,"DH","4",14.9,4,3,19
"T06","01",10-AUG-01,11,45,"JEB","4",15,10,2,19
"T01","01",10-AUG-01,14,0,"SE","2",22.5,8,5,19
"T02","02",10-AUG-01,11,0,"DH","4",13,8,1,19
"T10","01",10-AUG-01,11,40,"SC","4",,8,9,19
"T11","01",10-AUG-01,14,45,"CAW","6",10.6,4,1,19
"T02","02",13-AUG-01,13,10,"DH","4",18,0,2,20
"T02","01",13-AUG-01,10,55,"DH","4",18,0,3,20
"T06","01",14-AUG-01,11,45,"JEB","4",22,10,1,20
"T10","01",14-AUG-01,14,20,"SC","4",25,10,3,20
"T09","01",14-AUG-01,11,20,"CT","7",21.3,6,1,20
"T08","01",14-AUG-01,13,20,"MT","3",25,10,3,20
"T11","01",15-AUG-01,13,38,"MMW","7",15.4,1,1,20
"T04","01",15-AUG-01,14,35,"JK","15",18,5,2,20
"T03","01",15-AUG-01,11,30,"HNS","4",19,10,2,20
"T01","01",16-AUG-01,14,15,"SE","2",19.5,9,2,20
"T07","01",17-AUG-01,11,10,"TGC","2",18,10,3,20
"T07","01",20-AUG-01,13,52,"TGC","2",17,10,4,21
"T08","01",20-AUG-01,13,50,"MT","3",21,6,2,21
"T02","01",20-AUG-01,13,50,"DH","4",17.2,7,2,21
"T02","02",22-AUG-01,14,0,"DH","4",14.6,10,1,21
"T10","01",22-AUG-01,13,55,"SC","4",22,6,1,21
"T03","01",22-AUG-01,13,5,"HDN","2",21,10,1,21
"T04","01",22-AUG-01,12,5,"CB","16",16,3,2,21
"T01","01",23-AUG-01,14,30,"SE","2",23.9,0,0,21
"T09","01",24-AUG-01,11,50,"CT","7",23.6,7,1,21
"T08","01",27-AUG-01,13,25,"MT","3",22,10,2,22
"T02","01",27-AUG-01,10,40,"DH","4",15.7,6,3,22
"T02","02",27-AUG-01,11,55,"DH","4",16.5,10,3,22
"T07","01",28-AUG-01,13,38,"TGC","2",18,10,2,22
"T10","01",28-AUG-01,13,25,"SC","4",21,10,3,22
"T06","01",28-AUG-01,12,5,"JEB","4",21,10,1,22
"T09","01",29-AUG-01,11,5,"RG","8",19.5,4,2,22
"T11","01",29-AUG-01,14,55,"CAW","6",16,9,2,22
"T04","01",29-AUG-01,14,50,"JK","15",17,8,3,22
"T03","01",31-AUG-01,11,45,"HDN","2",19,10,2,22
"T01","01",03-SEP-01,11,45,"SE","2",17,7,2,23
"T08","01",03-SEP-01,13,40,"MT","3",19,3,3,23
"T02","01",03-SEP-01,11,15,"DH","4",14.5,6,3,23
"T07","01",05-SEP-01,14,8,"TGC","2",19,10,3,23
"T09","01",05-SEP-01,13,10,"CT","7",16.8,2,1,23
"T10","01",05-SEP-01,14,0,"SC","4",18,0,4,23
"T01","01",06-SEP-01,14,10,"SE","2",18.8,6,3,23
"T06","01",06-SEP-01,11,45,"JEB","4",14,0,2,23
"T02","01",11-SEP-01,13,55,"DH","4",17.1,0,2,24
"T10","01",11-SEP-01,13,40,"SC","4",18,0,3,24
"T06","01",12-SEP-01,11,50,"JEB","4",17,0,2,24
"T01","01",14-SEP-01,13,50,"SE","2",16.9,8,2,24
"T09","01",14-SEP-01,13,5,"CT","7",16.1,6,1,24
"T08","01",14-SEP-01,12,45,"MT","3",18,8,3,24
"T02","02",14-SEP-01,11,45,"DH","4",14.4,10,3,24
"T03","01",19-SEP-01,13,55,"HNS","4",17,10,2,25
"T01","01",20-SEP-01,13,0,"SE","2",17.9,7,2,25
"T09","01",20-SEP-01,11,35,"CT","7",15.7,2,2,25
"T08","01",20-SEP-01,11,45,"MT","3",17,9,2,25
"T10","01",25-SEP-01,13,30,"SC","4",19,10,2,26
"T08","01",28-SEP-01,11,30,"MDM","1",19,8,3,26
"T01","01",28-SEP-01,13,30,"SE","2",22.6,10,3,26
"T08","01",22-MAR-02,14,10,"MDM","1",14,5,1,
"T08","01",27-MAR-02,14,20,"MDM","1",12,10,2,
"T08","01",28-MAR-02,14,40,"MDM","1",14,10,1,
"T05","01",02-APR-02,14,10,"BW","6",16,6,5,1
"T08","01",03-APR-02,11,53,"MDM","1",18,10,1,1
"T10","01",03-APR-02,14,15,"SC","4",17,10,2,1
"T06","01",03-APR-02,11,45,"JEB","4",17,10,1,1
"T04","01",03-APR-02,14,0,"JKA","1",14,10,3,1
"T01","01",03-APR-02,14,0,"SE","2",20,9,1,1
"T09","01",04-APR-02,11,5,"RG","8",20.2,8,1,1
"T07","01",04-APR-02,12,53,"TGC","2",13,10,1,1
"T03","01",07-APR-02,14,30,"HDN","2",17,10,1,1
"T05","01",08-APR-02,13,15,"BW","6",18,9,3,2
"T07","01",08-APR-02,12,45,"TGC","2",11,10,1,2
"T09","01",08-APR-02,14,0,"RG","8",14.9,8,2,2
"T10","01",08-APR-02,13,35,"SC","4",13,10,3,2
"T01","01",10-APR-02,11,45,"SE","2",16.6,10,1,2
"T03","01",10-APR-02,13,45,"HDN","2",18,10,1,2
"T08","01",15-APR-02,14,20,"MDM","1",14,9,2,3
"T05","01",15-APR-02,13,10,"BW","6",14,3,1,3
"T01","01",15-APR-02,11,30,"SE","2",14.1,10,1,3
"T09","01",16-APR-02,13,45,"RG","8",17.3,7,1,3
"T06","01",16-APR-02,11,30,"JEB","4",16,10,0,3
"T07","01",17-APR-02,13,27,"TGC","2",12,8,1,3
"T03","01",19-APR-02,11,30,"HNS","4",12,10,1,3
"T02","01",22-APR-02,15,0,"DH","4",15.5,7,2,4
"T06","01",22-APR-02,11,45,"JEB","4",22,10,1,4
"T09","01",23-APR-02,14,30,"RG","8",23.2,8,1,4
"T08","01",23-APR-02,13,30,"AW","4",19,10,2,4
"T10","01",23-APR-02,13,30,"SC","4",17,10,2,4
"T03","01",24-APR-02,11,30,"HNS","4",15,10,2,4
"T05","01",24-APR-02,13,0,"BW","6",20,10,1,4
"T07","01",25-APR-02,13,17,"TGC","2",12,9,2,4
"T10","01",29-APR-02,14,0,"SC","4",14,10,5,5
"T01","01",01-MAY-02,13,30,"SE","2",13.4,8,9,5
"T09","01",01-MAY-02,14,20,"RG","8",15,6,2,5
"T03","01",01-MAY-02,14,10,"HNS","4",14,7,2,5
"T07","01",02-MAY-02,13,25,"TGC","2",12,6,1,5
"T05","01",03-MAY-02,12,25,"BW","6",14,7,4,5
"T02","01",03-MAY-02,13,55,"DH","4",10.9,6,2,5
"T04","02",05-MAY-02,12,0,"IHF","1",12,10,2,5
"T02","01",07-MAY-02,12,15,"DH","4",15.2,10,1,6
"T09","01",08-MAY-02,14,35,"RG","8",15.3,7,3,6
"T08","01",08-MAY-02,15,25,"AW","4",15,9,3,6
"T01","01",10-MAY-02,13,30,"SE","2",15.5,9,2,6
"T04","02",11-MAY-02,12,0,"IHF","1",13.1,7,3,6
"T05","01",12-MAY-02,15,0,"BW","6",17,8,3,6
"T02","02",15-MAY-02,11,15,"DH","4",13.5,4,3,7
"T01","01",15-MAY-02,14,0,"SE","2",14.9,8,2,7
"T06","01",15-MAY-02,11,30,"JEB","4",18,4,2,7
"T03","01",15-MAY-02,11,25,"HNS","4",16,10,3,7
"T07","01",16-MAY-02,13,30,"TGC","2",19,3,1,7
"T08","01",16-MAY-02,14,45,"AW","4",24,10,2,7
"T09","01",16-MAY-02,14,25,"RG","8",24.1,7,2,7
"T10","01",16-MAY-02,13,30,"SC","4",27,10,3,7
"T04","02",17-MAY-02,11,30,"IHF","1",16.1,5,2,7
"T02","01",21-MAY-02,11,30,"DH","4",15,10,2,8
"T08","01",21-MAY-02,11,22,"MDM","1",16,6,5,8
"T09","01",21-MAY-02,14,40,"RG","8",16.3,0,3,8
"T06","01",22-MAY-02,11,45,"JEB","4",18,5,1,8
"T04","02",22-MAY-02,14,30,"IHF","1",15,8,3,8
"T05","01",23-MAY-02,11,10,"BW","6",14,6,2,8
"T01","01",27-MAY-02,14,30,"SE","2",17.8,8,2,9
"T07","01",27-MAY-02,13,17,"TGC","2",13,6,1,9
"T04","02",27-MAY-02,15,30,"IHF","1",13.5,10,2,9
"T08","01",27-MAY-02,11,20,"AW","4",15,7,1,9
"T02","02",31-MAY-02,11,35,"DH","4",15.5,9,3,9
"T06","01",31-MAY-02,11,10,"JEB","4",16,9,1,9
"T10","01",31-MAY-02,11,15,"SC","4",16,7,3,9
"T03","01",31-MAY-02,11,35,"HNS","4",14,10,2,9
"T02","01",31-MAY-02,14,5,"DH","4",15.5,6,2,9
"T05","01",01-JUN-02,13,30,"BW","6",19,10,3,9
"T09","01",03-JUN-02,15,5,"RG","8",22.8,5,1,10
"T04","02",04-JUN-02,12,30,"IHF","1",13.5,10,2,10
"T10","01",05-JUN-02,10,50,"SC","4",15,6,2,10
"T05","01",05-JUN-02,13,20,"BW","6",16,6,4,10
"T03","01",05-JUN-02,11,0,"HNS","4",14,10,1,10
"T07","01",06-JUN-02,13,41,"TGC","2",18,10,4,10
"T02","02",06-JUN-02,11,25,"DH","4",16.8,10,3,10
"T02","01",06-JUN-02,10,15,"DH","4",16.6,7,1,10
"T01","01",10-JUN-02,14,30,"SE","2",16.4,8,3,11
"T08","01",10-JUN-02,13,45,"MDM","1",17,9,6,11
"T02","01",10-JUN-02,14,10,"DH","4",13.3,9,4,11
"T06","01",11-JUN-02,11,0,"JEB","4",17,0,1,11
"T02","02",12-JUN-02,11,30,"DH","4",13.4,10,4,11
"T10","01",12-JUN-02,14,10,"SC","4",16,6,3,11
"T04","02",12-JUN-02,15,0,"IHF","1",13.1,8,2,11
"T09","01",14-JUN-02,13,15,"RG","8",19.9,0,1,11
