"SITECODE","LCODE","SDATE","SHOUR","SMINS","RECORDER","RECCODE","TEMP","SUNPERC","WSPEEDB","WEEK"
"T07","01",29-AUG-08,14,55,"Gordon Common","2",19,0,1,22
"T04","02",29-AUG-08,11,0,"Ian H Findlay","1",18,50,1,22
"T10","01",29-AUG-08,12,0,"Stuart Corbett","4",21,0,1,22
"T01","01",29-AUG-08,14,15,"Simon McMillan","4",,61,,22
"T03","01",30-AUG-08,14,5,"HD Nicholson & R Stewart","8",15,0,2,22
"T09","01",01-SEP-08,14,0,"Martin Jukes","9",18,42,2,23
"T08","01",02-SEP-08,10,45,"Elaine Aldridge","10",17,89,3,23
"T02","02",02-SEP-08,14,45,"David Hamilton","4",16,100,4,23
"T10","01",03-SEP-08,11,0,"Stuart Corbett","4",16,100,4,23
"T04","02",04-SEP-08,13,0,"Ian H Findlay","1",14,50,2,23
"T02","01",05-SEP-08,13,30,"David Hamilton","4",16,100,4,23
"T03","01",07-SEP-08,14,15,"H D Nicholson","2",16,0,2,23
"T05","01",07-SEP-08,13,40,"Belinda Wheeler","6",17,95,3,23
"T04","02",10-SEP-08,12,0,"Ian H Findlay","1",16,50,2,24
"T01","01",10-SEP-08,13,30,"Simon McMillan","4",,61,,24
"T09","01",10-SEP-08,14,25,"Christine Tilbury","7",17,6,1,24
"T08","01",10-SEP-08,14,5,"Elaine Aldridge","10",19,12,4,24
"T10","01",11-SEP-08,13,0,"Stuart Corbett","4",17,73,3,24
"T03","01",11-SEP-08,14,15,"H D Nicholson","2",16,100,2,24
"T05","01",14-SEP-08,12,5,"Belinda Wheeler","6",20,100,1,24
"T01","01",16-SEP-08,11,35,"Simon McMillan","4",,61,,25
"T04","01",17-SEP-08,11,30,"Beverley Dodd","18",10,0,2,25
"T10","01",17-SEP-08,11,0,"Stuart Corbett","4",15,100,2,25
"T11","01",17-SEP-08,12,5,"Alex Turner","1",11,98,1,25
"T08","01",18-SEP-08,10,50,"Michele Taylor","6",16,100,1,25
"T02","01",19-SEP-08,14,20,"David Hamilton","4",18,100,1,25
"T09","01",19-SEP-08,13,16,"Martin Jukes","9",17,100,,25
"T04","02",20-SEP-08,11,30,"Ian H Findlay","1",16,100,2,25
"T03","01",22-SEP-08,14,15,"H D Nicholson","2",16,100,2,26
"T08","01",23-SEP-08,13,50,"Elaine Aldridge","10",18,38,3,26
"T01","01",23-SEP-08,14,25,"Simon McMillan","4",,61,,26
"T09","01",25-SEP-08,12,0,"Christine Tilbury","7",17,100,,26
"T11","01",26-SEP-08,12,50,"Alex Turner","1",14,100,1,26
"T02","01",26-SEP-08,,,"David Hamilton","4",16,68,,26
"T04","02",26-SEP-08,12,0,"Ian H Findlay","1",15,100,1,26
"T03","01",29-SEP-08,12,35,"H D Nicholson","2",15,100,2,
"T07","01",29-SEP-08,11,45,"Gordon Common","2",13,97,2,
"T10","01",29-SEP-08,13,0,"Stuart Corbett","4",14,93,3,
"T08","01",30-SEP-08,11,30,"Elaine Aldridge","10",17,83,3,
"T08","01",10-OCT-08,11,25,"Michele Taylor","6",18,100,4,
"T08","01",17-OCT-08,14,10,"Elaine Aldridge","10",15,70,3,
"T08","01",19-MAR-09,14,30,"Elaine Aldridge","10",13,100,4,
"T10","01",01-APR-09,13,45,"Stuart Corbett","4",14,61,3,1
"T02","01",01-APR-09,15,0,"David Hamilton","4",16,100,2,1
"T12","01",01-APR-09,12,30,"Christopher Andrews","12",,61,,1
"T05","01",02-APR-09,14,15,"Belinda Wheeler","6",14,100,1,1
"T08","01",03-APR-09,14,50,"Elaine Aldridge","10",15,100,3,1
"T06","01",07-APR-09,11,35,"John Bater","4",13,70,2,1
"T12","01",08-APR-09,10,45,"Christopher Andrews","12",,61,,2
"T10","01",08-APR-09,14,0,"Stuart Corbett","4",13,100,3,2
"T05","01",08-APR-09,13,25,"Belinda Wheeler","6",16,79,1,2
"T08","01",08-APR-09,14,26,"Elaine Aldridge","10",15,88,5,2
"T06","01",14-APR-09,11,30,"John Bater","4",17,100,1,2
"T08","01",15-APR-09,13,52,"Michele Taylor","6",18,100,4,3
"T12","01",15-APR-09,11,30,"Christopher Andrews","12",14,50,4,3
"T10","01",15-APR-09,14,15,"Stuart Corbett","4",15,100,3,3
"T01","01",15-APR-09,14,0,"Simon McMillan","4",15,100,4,3
"T05","01",19-APR-09,11,50,"Belinda Wheeler","6",17,100,1,3
"T02","01",20-APR-09,14,0,"David Hamilton","4",16,100,2,3
"T11","01",20-APR-09,14,1,"Alex Turner","1",12,94,2,3
"T06","01",20-APR-09,11,45,"John Bater","4",15,100,1,3
"T03","01",21-APR-09,12,15,"H D Nicholson","2",15,100,1,3
"T04","01",22-APR-09,11,30,"Beverley Dodd","18",11,50,3,4
"T06","01",22-APR-09,11,20,"John Bater","4",15,100,1,4
"T10","01",22-APR-09,14,0,"Stuart Corbett","4",15,47,2,4
"T01","01",22-APR-09,13,50,"Simon McMillan","4",17,17,,4
"T07","01",22-APR-09,11,47,"Gordon Common","2",14,100,1,4
"T09","01",22-APR-09,11,5,"Christine Tilbury","7",,61,,4
"T08","01",23-APR-09,14,45,"Michele Taylor","6",18,100,3,4
"T05","01",23-APR-09,14,25,"Belinda Wheeler","6",18,100,4,4
"T04","02",25-APR-09,11,0,"Ian H Findlay","1",15,100,1,4
"T03","01",28-APR-09,11,55,"H D Nicholson","2",14,100,2,4
"T06","01",29-APR-09,11,20,"John Bater","4",18,100,1,5
"T12","01",29-APR-09,10,45,"Christopher Andrews","12",15,80,3,5
"T07","01",29-APR-09,13,30,"Gordon Common","2",13,98,3,5
"T09","01",29-APR-09,13,38,"Martin Jukes","9",16,90,1,5
"T08","01",01-MAY-09,14,13,"Michele Taylor","6",19,86,3,5
"T10","01",01-MAY-09,13,0,"Stuart Corbett","4",14,100,3,5
"T09","01",06-MAY-09,13,45,"Martin Jukes","9",19,100,2,6
"T12","01",06-MAY-09,8,15,"Christopher Andrews","12",,61,,6
"T01","01",08-MAY-09,14,20,"Simon McMillan","4",,61,,6
"T05","01",10-MAY-09,12,15,"Anne Harvey","7",16,82,2,6
"T08","01",11-MAY-09,14,35,"Elaine Aldridge","10",16,100,5,6
"T06","01",11-MAY-09,11,35,"John Bater","4",17,100,2,6
"T04","02",12-MAY-09,12,0,"Ian H Findlay","1",14,100,2,6
"T02","01",12-MAY-09,14,0,"David Hamilton","4",14,100,3,6
"T07","01",12-MAY-09,12,40,"Gordon Common","2",12,100,3,6
"T12","01",13-MAY-09,12,0,"Christopher Andrews","12",16,100,4,7
"T05","01",16-MAY-09,11,55,"Anne Harvey","7",15,81,5,7
"T06","01",18-MAY-09,11,45,"John Bater","4",16,100,2,7
"T03","01",19-MAY-09,12,40,"H D Nicholson","2",14,100,2,7
"T12","01",20-MAY-09,9,0,"Christopher Andrews","12",10,15,5,8
"T03","01",20-MAY-09,12,5,"H D Nicholson","2",14,100,2,8
"T08","01",21-MAY-09,14,16,"Elaine Aldridge","10",17,60,4,8
"T10","01",21-MAY-09,13,25,"Stuart Corbett","4",15,80,4,8
"T02","01",21-MAY-09,13,15,"David Hamilton","4",15,100,3,8
"T02","02",21-MAY-09,14,30,"David Hamilton","4",15,100,4,8
"T05","01",21-MAY-09,13,15,"Belinda Wheeler","6",18,89,2,8
"T01","01",21-MAY-09,11,30,"Simon McMillan","4",15,100,3,8
"T09","01",22-MAY-09,10,50,"Martin Jukes","9",17,98,1,8
"T04","02",24-MAY-09,12,0,"Ian H Findlay","1",18,100,1,8
"T07","01",25-MAY-09,11,8,"Gordon Common","2",18,100,2,8
"T03","01",27-MAY-09,12,40,"H D Nicholson","2",24,100,,9
"T12","01",27-MAY-09,12,30,"Christopher Andrews","12",10,2,5,9
"T08","01",28-MAY-09,13,52,"Elaine Aldridge","10",22,8,3,9
"T02","01",28-MAY-09,13,30,"David Hamilton","4",18,95,3,9
"T10","01",28-MAY-09,12,15,"Stuart Corbett","4",18,13,3,9
"T02","02",28-MAY-09,15,0,"David Hamilton","4",18,81,4,9
"T11","01",29-MAY-09,14,35,"Alex Turner","1",20,55,2,9
"T04","02",29-MAY-09,11,0,"Ian H Findlay","1",22,100,2,9
"T06","01",29-MAY-09,11,30,"John Bater","4",21,100,1,9
"T05","01",30-MAY-09,12,30,"Belinda Wheeler","6",21,100,4,9
"T09","01",01-JUN-09,14,15,"Martin Jukes","9",23,76,,9
"T01","01",01-JUN-09,11,20,"Simon McMillan","4",24,100,,9
"T07","01",01-JUN-09,10,53,"Gordon Common","2",20,100,1,9
"T03","01",02-JUN-09,12,40,"H D Nicholson","2",20,100,1,9
"T09","01",03-JUN-09,13,16,"Martin Jukes","9",23,100,1,10
"T04","01",03-JUN-09,11,53,"Beverley Dodd","18",12,80,2,10
"T12","01",03-JUN-09,12,45,"Christopher Andrews","12",10,0,1,10
"T11","01",03-JUN-09,11,33,"Victoria Bowmaker","10",16,58,1,10
"T10","01",03-JUN-09,13,30,"Stuart Corbett","4",21,100,1,10
"T04","02",04-JUN-09,11,30,"Ian H Findlay","1",14,50,1,10
"T08","01",04-JUN-09,13,27,"Elaine Aldridge","10",18,100,3,10
"T05","01",04-JUN-09,14,10,"Belinda Wheeler","6",17,100,3,10
"T06","01",08-JUN-09,11,35,"John Bater","4",16,100,,10
"T03","01",10-JUN-09,12,40,"H D Nicholson","2",18,100,1,11
"T04","01",10-JUN-09,12,55,"Beverley Dodd","18",11,90,2,11
"T12","01",10-JUN-09,13,45,"Christopher Andrews","12",,61,,11
"T10","01",12-JUN-09,13,5,"Stuart Corbett","4",15,73,2,11
"T02","02",12-JUN-09,12,30,"David Hamilton","4",14,74,5,11
"T01","01",12-JUN-09,13,50,"Simon McMillan","4",18,25,,11
"T08","01",12-JUN-09,11,24,"Elaine Aldridge","10",18,84,2,11
"T02","01",13-JUN-09,14,40,"David Hamilton","4",16,91,3,11
"T05","01",13-JUN-09,12,40,"Belinda Wheeler","6",18,19,1,11
"T06","01",14-JUN-09,10,30,"John Bater","4",27,60,,11
"T07","01",15-JUN-09,10,59,"Gordon Common","2",15,90,1,11
"T04","02",15-JUN-09,11,0,"Ian H Findlay","1",18,50,2,11
"T09","01",16-JUN-09,13,11,"Martin Jukes","9",20,100,,11
"T01","01",18-JUN-09,14,10,"Simon McMillan","4",19,17,5,12
"T12","01",18-JUN-09,13,30,"Christopher Andrews","12",,61,,12
"T02","02",19-JUN-09,9,45,"David Hamilton","4",13,100,5,12
"T02","01",19-JUN-09,11,0,"David Hamilton","4",16,39,1,12
"T08","01",19-JUN-09,13,7,"Elaine Aldridge","10",19,58,4,12
"T05","01",21-JUN-09,13,15,"Anne Harvey","7",19,59,4,12
"T10","01",22-JUN-09,14,0,"Stuart Corbett","4",20,87,2,12
"T03","01",22-JUN-09,13,40,"H D Nicholson","2",21,100,1,12
"T06","01",22-JUN-09,11,45,"John Bater","4",20,50,,12
"T02","01",23-JUN-09,15,50,"David Hamilton","4",21,65,3,12
"T04","02",23-JUN-09,11,30,"Ian H Findlay","1",24,100,1,12
"T09","01",23-JUN-09,13,22,"Martin Jukes","9",22,100,1,12
"T02","02",23-JUN-09,14,30,"Gabor Pozsgai","6",21,55,3,12
"T01","01",24-JUN-09,13,50,"Simon McMillan","4",18,100,,13
"T05","01",24-JUN-09,14,40,"Belinda Wheeler","6",22,100,4,13
"T04","01",24-JUN-09,12,10,"Beverley Dodd","18",17,100,3,13
"T07","01",24-JUN-09,10,52,"Gordon Common","2",19,27,1,13
"T06","01",24-JUN-09,11,40,"John Bater","4",24,100,1,13
"T12","01",24-JUN-09,13,0,"Christopher Andrews","12",23,61,2,13
"T03","01",24-JUN-09,12,40,"H D Nicholson","2",23,100,2,13
"T11","01",24-JUN-09,12,26,"Alex Turner","1",17,100,2,13
"T10","01",24-JUN-09,13,30,"Stuart Corbett","4",21,80,3,13
"T08","01",25-JUN-09,13,50,"Michele Taylor","6",23,17,3,13
"T02","02",26-JUN-09,12,0,"Gabor Pozsgai","6",21,48,2,13
"T02","01",26-JUN-09,13,50,"G. Pozseti","7",22,65,2,13
"T09","01",29-JUN-09,13,18,"Martin Jukes","9",27,100,2,13
"T04","02",29-JUN-09,12,0,"Ian H Findlay","1",21,100,1,13
"T09","01",01-JUL-09,14,18,"Martin Jukes","9",29,90,1,14
"T07","01",01-JUL-09,10,52,"Gordon Common","2",22,62,1,14
"T12","01",01-JUL-09,11,0,"Christopher Andrews","12",27,61,2,14
"T11","01",01-JUL-09,14,13,"Victoria Bowmaker","10",21,84,2,14
"T03","01",01-JUL-09,12,40,"H D Nicholson","2",23,100,2,14
"T02","01",01-JUL-09,10,30,"G. Pozseti","7",25,100,3,14
"T01","01",01-JUL-09,14,0,"Simon McMillan","4",27,33,,14
"T02","02",01-JUL-09,11,45,"David Hamilton","4",24,100,5,14
"T06","01",01-JUL-09,11,30,"John Bater","4",28,100,,14
"T10","01",02-JUL-09,13,0,"Stuart Corbett","4",26,100,2,14
"T08","01",02-JUL-09,14,36,"Elaine Aldridge","10",30,95,3,14
"T04","02",04-JUL-09,11,30,"Ian H Findlay","1",20,100,2,14
"T03","01",08-JUL-09,12,40,"H D Nicholson","2",17,0,1,15
"T12","01",08-JUL-09,11,0,"Christopher Andrews","12",10,0,3,15
"T02","01",09-JUL-09,13,45,"G. Pozseti","7",15,19,6,15
"T06","01",09-JUL-09,11,30,"John Bater","4",18,50,1,15
"T08","01",10-JUL-09,14,30,"Elaine Aldridge","10",20,3,4,15
"T10","01",10-JUL-09,13,45,"Stuart Corbett","4",18,80,3,15
"T07","01",10-JUL-09,13,36,"Gordon Common","2",17,58,1,15
"T04","02",11-JUL-09,11,0,"Ian H Findlay","1",13,100,1,15
"T02","02",13-JUL-09,10,45,"David Hamilton","4",16,100,1,15
"T01","01",13-JUL-09,13,45,"Simon McMillan","4",18,25,4,15
"T09","01",14-JUL-09,13,20,"Martin Jukes","9",21,82,1,15
"T05","01",14-JUL-09,11,30,"Belinda Wheeler","6",21,41,4,15
"T04","01",15-JUL-09,11,40,"Beverley Dodd","18",16,60,2,16
"T08","01",15-JUL-09,14,3,"Michele Taylor","6",22,94,4,16
"T12","01",15-JUL-09,11,45,"Christopher Andrews","12",17,5,,16
"T03","01",15-JUL-09,12,30,"H D Nicholson","2",18,100,1,16
"T04","02",15-JUL-09,12,0,"Ian H Findlay","1",18,100,1,16
"T06","01",16-JUL-09,11,45,"John Bater","4",24,50,,16
"T10","01",20-JUL-09,15,5,"Stuart Corbett","4",17,7,3,16
"T03","01",22-JUL-09,12,30,"H D Nicholson","2",10,100,1,17
"T12","01",22-JUL-09,12,0,"Christopher Andrews","12",15,61,5,17
"T05","01",22-JUL-09,13,40,"Anne Harvey","7",20,77,5,17
"T08","01",23-JUL-09,13,42,"Michele Taylor","6",23,98,3,17
"T01","01",23-JUL-09,14,0,"Simon McMillan","4",22,83,5,17
"T04","02",25-JUL-09,11,30,"Ian H Findlay","1",17,50,2,17
"T02","01",27-JUL-09,11,15,"David Hamilton","4",17,26,4,17
"T10","01",28-JUL-09,13,50,"Stuart Corbett","4",17,27,4,17
"T09","01",28-JUL-09,13,9,"Martin Jukes","9",18,40,2,17
"T06","01",28-JUL-09,11,10,"John Bater","4",20,90,,17
"T02","01",29-JUL-09,13,30,"David Hamilton","4",17,33,3,18
"T12","01",29-JUL-09,10,0,"Christopher Andrews","12",13,50,6,18
"T02","02",29-JUL-09,14,45,"David Hamilton","4",18,50,3,18
"T10","01",30-JUL-09,14,15,"Stuart Corbett","4",16,87,4,18
"T04","02",30-JUL-09,16,0,"Ian H Findlay","1",15,100,2,18
"T08","01",31-JUL-09,13,20,"Elaine Aldridge","10",20,35,3,18
"T09","01",31-JUL-09,12,0,"Martin Jukes","9",,61,,18
"T01","01",31-JUL-09,13,35,"Simon McMillan","4",19,17,4,18
"T03","01",03-AUG-09,13,0,"B McCarney & R Stewart","6",17,0,2,18
"T06","01",03-AUG-09,11,20,"John Bater","4",19,0,1,18
"T09","01",05-AUG-09,13,12,"Martin Jukes","9",23,35,1,19
"T02","01",05-AUG-09,11,30,"David Hamilton","4",17,100,4,19
"T07","01",05-AUG-09,11,25,"Gordon Common","2",18,4,3,19
"T03","01",05-AUG-09,14,0,"B McCarney & R Stewart","6",20,70,2,19
"T12","01",05-AUG-09,12,30,"Christopher Andrews","12",19,20,6,19
"T05","01",05-AUG-09,12,10,"Anne Harvey","7",21,81,2,19
"T11","01",05-AUG-09,13,50,"Alex Turner","1",14,31,2,19
"T04","01",05-AUG-09,14,25,"Beverley Dodd","18",18,100,3,19
"T06","01",06-AUG-09,11,30,"John Bater","4",23,100,,19
"T10","01",07-AUG-09,13,0,"Stuart Corbett","4",19,100,2,19
"T08","01",07-AUG-09,12,0,"Elaine Aldridge","10",21,65,2,19
"T04","02",08-AUG-09,11,0,"Ian H Findlay","1",18,100,2,19
"T12","01",12-AUG-09,11,0,"Christopher Andrews","12",14,15,4,20
"T07","01",13-AUG-09,11,31,"Gordon Common","2",15,68,1,20
"T05","01",13-AUG-09,12,0,"Anne Harvey","7",21,91,2,20
"T03","01",13-AUG-09,13,30,"B McCarney & R Stewart","6",17,0,2,20
"T08","01",13-AUG-09,13,43,"Elaine Aldridge","10",22,42,3,20
"T04","02",13-AUG-09,15,0,"Ian H Findlay","1",18,100,1,20
"T01","01",14-AUG-09,14,20,"Simon McMillan","4",18,0,4,20
"T10","01",14-AUG-09,11,5,"Stuart Corbett","4",20,100,3,20
"T06","01",15-AUG-09,11,35,"John Bater","4",23,100,2,20
"T03","01",19-AUG-09,11,45,"B McCarney & R Stewart","6",17,0,1,21
"T05","01",19-AUG-09,13,30,"Anne Harvey","7",22,31,4,21
"T12","01",19-AUG-09,12,30,"Christopher Andrews","12",15,2,6,21
"T09","01",19-AUG-09,14,20,"Christine Tilbury","7",24,100,1,21
"T06","01",22-AUG-09,11,40,"John Bater","4",27,100,4,21
"T04","02",22-AUG-09,11,0,"Ian H Findlay","1",16,100,2,21
"T10","01",24-AUG-09,13,45,"Stuart Corbett","4",20,47,3,21
"T07","01",24-AUG-09,14,12,"Gordon Common","2",14,100,2,21
"T02","02",24-AUG-09,14,0,"David Hamilton","4",16,75,4,21
"T02","01",24-AUG-09,11,20,"David Hamilton","4",15,87,3,21
"T08","01",24-AUG-09,11,0,"Elaine Aldridge","10",20,5,2,21
"T01","01",25-AUG-09,14,20,"Simon McMillan","4",17,50,4,21
"T04","01",26-AUG-09,12,50,"Beverley Dodd","18",13,50,3,22
"T08","01",27-AUG-09,13,52,"Elaine Aldridge","10",21,95,4,22
"T05","01",27-AUG-09,11,40,"Anne Harvey","7",19,25,4,22
"T10","01",27-AUG-09,12,40,"Stuart Corbett","4",18,87,3,22
"T01","01",28-AUG-09,14,0,"Simon McMillan","4",15,83,4,22
"T04","02",29-AUG-09,11,30,"Ian H Findlay","1",14,50,2,22
"T02","01",01-SEP-09,11,55,"David Hamilton","4",15,26,4,22
"T06","01",01-SEP-09,12,0,"John Bater","4",20,100,4,22
"T12","01",02-SEP-09,10,0,"Christopher Andrews","12",12,5,2,23
"T02","01",02-SEP-09,13,45,"David Hamilton","4",15,43,2,23
"T08","01",04-SEP-09,13,45,"Michele Taylor","6",18,88,5,23
"T05","01",06-SEP-09,11,50,"Anne Harvey","7",19,83,4,23
"T11","01",07-SEP-09,13,42,"Alex Turner","1",12,45,1,23
"T03","01",07-SEP-09,13,10,"H D Nicholson","2",17,100,1,23
"T09","01",08-SEP-09,13,12,"Martin Jukes","9",24,100,,23
"T10","01",08-SEP-09,13,0,"Stuart Corbett","4",20,100,3,23
"T06","01",08-SEP-09,14,35,"John Bater","4",27,100,4,23
"T04","02",08-SEP-09,14,30,"Ian H Findlay","1",14,75,4,23
"T07","01",09-SEP-09,12,54,"Gordon Common","2",12,96,3,24
"T01","01",09-SEP-09,12,45,"Simon McMillan","4",17,100,3,24
"T11","01",09-SEP-09,14,2,"Victoria Bowmaker","10",12,99,1,24
"T04","01",09-SEP-09,11,15,"Beverley Dodd","18",12,100,3,24
"T02","01",09-SEP-09,15,0,"David Hamilton","4",19,100,2,24
"T08","01",10-SEP-09,10,53,"Elaine Aldridge","10",17,100,4,24
"T03","01",11-SEP-09,14,0,"B McCarney","7",18,100,1,24
"T10","01",11-SEP-09,13,20,"Stuart Corbett","4",18,100,2,24
"T02","02",12-SEP-09,13,30,"David Hamilton","4",18,100,3,24
"T04","02",13-SEP-09,11,30,"Ian H Findlay","1",15,100,1,24
"T05","01",13-SEP-09,13,0,"Anne Harvey","7",19,100,1,24
"T03","01",16-SEP-09,13,0,"H D Nicholson","2",18,100,2,25
"T10","01",16-SEP-09,12,0,"Stuart Corbett","4",16,100,2,25
"T12","01",16-SEP-09,9,0,"Christopher Andrews","12",11,10,2,25
"T11","01",16-SEP-09,13,9,"Victoria Bowmaker","10",10,57,2,25
"T07","01",17-SEP-09,14,0,"Gordon Common","2",13,100,1,25
"T01","01",17-SEP-09,14,30,"Simon McMillan","4",13,0,4,25
"T05","01",17-SEP-09,11,50,"Anne Harvey","7",17,100,4,25
"T08","01",18-SEP-09,13,10,"Elaine Aldridge","10",19,8,3,25
"T06","01",18-SEP-09,12,15,"John Bater","4",21,50,4,25
"T02","02",18-SEP-09,13,0,"David Hamilton","4",14,100,4,25
"T02","01",19-SEP-09,14,0,"David Hamilton","4",15,100,1,25
"T04","02",20-SEP-09,12,0,"Ian H Findlay","1",14,100,1,25
"T09","01",21-SEP-09,11,15,"Martin Jukes","9",16,100,,25
"T03","01",23-SEP-09,12,0,"H D Nicholson","2",15,100,2,26
"T12","01",23-SEP-09,,,"Christopher Andrews","12",,61,,26
"T10","01",24-SEP-09,11,5,"Stuart Corbett","4",16,100,2,26
"T06","01",24-SEP-09,11,50,"John Bater","4",17,100,,26
"T08","01",26-SEP-09,13,50,"Michele Taylor","6",19,100,1,26
"T02","01",26-SEP-09,13,30,"David Hamilton","4",17,100,3,26
"T05","01",26-SEP-09,13,45,"Anne Harvey","7",18,19,2,26
"T04","02",27-SEP-09,11,30,"Ian H Findlay","1",19,100,1,26
"T03","01",30-SEP-09,12,0,"H D Nicholson","2",14,0,2,
"T12","01",30-SEP-09,,,"Christopher Andrews","12",,61,,
"T08","01",01-OCT-09,14,20,"Elaine Aldridge","10",16,57,3,
"T08","01",12-OCT-09,13,51,"Michele Taylor","6",15,78,1,
"T08","01",27-OCT-09,12,19,"Jake Simpson","11",16,94,1,
"T08","01",18-MAR-10,12,48,"Michele Taylor","6",17,80,3,
"T08","01",06-APR-10,11,54,"Michele Taylor","6",15,100,5,1
"T06","01",06-APR-10,11,45,"John Bater","4",16,100,3,1
"T04","02",07-APR-10,11,30,"Ian H Findlay","1",10,100,1,1
"T08","01",08-APR-10,11,8,"Michele Taylor","6",14,98,2,2
"T01","01",08-APR-10,,,"Simon McMillan","4",,100,2,2
"T10","01",08-APR-10,13,25,"Stuart Corbett","4",13,100,2,2
"T05","01",09-APR-10,14,5,"Belinda Wheeler","6",17,100,1,2
"T04","02",10-APR-10,12,0,"Ian H Findlay","1",18,100,,2
"T04","01",15-APR-10,13,0,"Beverley Dodd","18",,61,,3
"T05","01",17-APR-10,14,0,"Anne Harvey","7",13,100,3,3
"T04","02",17-APR-10,12,30,"Ian H Findlay","1",13,100,1,3
"T05","01",18-APR-10,14,0,"Anne Harvey","7",13,100,3,3
"T08","01",19-APR-10,11,0,"Michele Taylor","6",15,96,1,3
"T10","01",19-APR-10,13,15,"Stuart Corbett","4",15,100,2,3
"T06","01",20-APR-10,11,55,"John Bater","4",13,100,3,3
"T09","01",21-APR-10,,,"Christine Tilbury","7",,100,1,3
"T01","01",21-APR-10,,,"Simon McMillan","4",,100,2,3
"T10","01",22-APR-10,13,35,"Stuart Corbett","4",11,100,2,4
"T08","01",22-APR-10,13,44,"Michele Taylor","6",14,100,1,4
"T04","02",24-APR-10,12,0,"Ian H Findlay","1",17,75,1,4
"T05","01",27-APR-10,12,50,"Anne Harvey","7",20,98,4,4
"T03","01",28-APR-10,11,35,"H D Nicholson","2",15,100,1,4
"T06","01",29-APR-10,11,30,"John Bater","4",12,10,,5
"T05","01",04-MAY-10,11,15,"Anne Harvey","7",13,90,3,5
"T04","02",04-MAY-10,11,30,"Ian H Findlay","1",11,100,2,5
"T10","01",04-MAY-10,14,10,"Stuart Corbett","4",11,67,2,5
"T03","01",05-MAY-10,11,35,"H D Nicholson","2",13,0,2,5
"T04","02",08-MAY-10,11,30,"Ian H Findlay","1",10,100,1,6
"T04","01",09-MAY-10,13,0,"Beverley Dodd","18",,61,,6
"T06","01",10-MAY-10,11,45,"John Bater","4",13,80,1,6
"T05","01",10-MAY-10,11,15,"Anne Harvey","7",14,100,4,6
"T10","01",10-MAY-10,14,0,"Stuart Corbett","4",12,100,3,6
"T03","01",12-MAY-10,11,45,"H D Nicholson","2",10,60,1,6
"T05","01",13-MAY-10,12,55,"Anne Harvey","7",13,61,3,7
"T04","02",15-MAY-10,11,30,"Ian H Findlay","1",12,100,2,7
"T06","01",17-MAY-10,11,10,"John Bater","4",25,100,1,7
"T07","01",17-MAY-10,14,43,"Gordon Common","2",13,100,1,7
"T01","01",18-MAY-10,,,"Simon McMillan","4",,100,3,7
"T08","01",18-MAY-10,14,3,"Mike Morecroft","1",19,28,,7
"T10","01",19-MAY-10,13,0,"Stuart Corbett","4",16,60,3,7
"T03","01",19-MAY-10,11,45,"H D Nicholson","2",17,100,2,7
"T02","02",20-MAY-10,,,"David Hamilton","4",,0,2,8
"T08","01",20-MAY-10,11,55,"Mike Morecroft","1",19,0,1,8
"T04","02",20-MAY-10,11,0,"Ian H Findlay","1",20,100,1,8
"T07","01",21-MAY-10,12,40,"Gordon Common","2",20,100,1,8
"T10","01",21-MAY-10,12,0,"Stuart Corbett","4",22,0,2,8
"T05","01",21-MAY-10,14,30,"Belinda Wheeler","6",25,99,1,8
"T11","01",24-MAY-10,14,0,"Alex Turner","1",14,100,3,8
"T09","01",24-MAY-10,,,"Christine Tilbury","7",,100,1,8
"T11","01",26-MAY-10,12,30,"Alex Turner","1",10,0,2,8
"T03","01",26-MAY-10,11,40,"H D Nicholson","2",17,100,2,8
"T04","02",27-MAY-10,12,0,"Ian H Findlay","1",10,100,2,9
"T08","01",27-MAY-10,10,52,"Michele Taylor","6",15,95,3,9
"T05","01",27-MAY-10,12,10,"Belinda Wheeler","6",15,100,2,9
"T06","01",28-MAY-10,11,35,"John Bater","4",15,100,1,9
"T09","01",30-MAY-10,,,"Christine Tilbury","7",,100,1,9
"T02","01",31-MAY-10,,,"David Hamilton","4",,100,3,9
"T07","01",31-MAY-10,14,16,"Gordon Common","2",13,65,3,9
"T03","01",01-JUN-10,11,45,"H D Nicholson","2",16,100,2,9
"T11","01",02-JUN-10,13,55,"Alex Turner","1",13,8,1,9
"T04","01",02-JUN-10,11,25,"Beverley Dodd","18",13,100,3,9
"T02","02",02-JUN-10,,,"David Hamilton","4",,100,2,9
"T10","01",02-JUN-10,13,10,"Stuart Corbett","4",18,100,2,9
"T08","01",03-JUN-10,10,48,"Michele Taylor","6",22,100,3,10
"T02","01",03-JUN-10,,,"David Hamilton","4",,100,4,10
"T02","02",03-JUN-10,,,"David Hamilton","4",,100,4,10
"T05","01",03-JUN-10,13,50,"Anne Harvey","7",18,100,5,10
"T04","02",03-JUN-10,11,0,"Ian H Findlay","1",22,100,1,10
"T09","01",03-JUN-10,,,"Christine Tilbury","7",,100,,10
"T06","01",04-JUN-10,11,40,"John Bater","4",28,100,,10
"T06","01",09-JUN-10,11,40,"John Bater","4",18,80,,10
"T05","01",11-JUN-10,11,45,"Anne Harvey","7",18,88,3,11
"T01","01",11-JUN-10,,,"Simon McMillan","4",,100,4,11
"T04","02",14-JUN-10,11,30,"Ian H Findlay","1",12,50,2,11
